avg_nutrition_score,avg_toxicity_score,avg_processed_score,avg_hormonal_score,avg_overall_score,scan_frequency_weekly,scan_count,healthy_scan_ratio,high_toxicity_ratio,cosmetic_ratio,food_ratio,label
69,22,34,44,67,12,49,0.73,0.15,0.14,0.52,balanced_user
62,50,55,44,53,2,7,0.51,0.33,0.17,0.55,toxin_risk
63,54,50,10,62,6,29,0.59,0.42,0.0,0.0,balanced_user
49,85,66,45,38,4,23,0.52,0.83,0.25,0.47,toxin_risk
32,65,80,49,34,3,4,0.44,0.52,0.10036225295516635,0.86,processed_food_heavy
100,8,35,38,79,8,36,0.89,0.15,0.04715469856053812,0.49,healthy_trend
62,60,56,48,49,10,32,0.32,0.29,0.17,0.48,toxin_risk
44,100,47,24,43,2,9,0.39,1.0,0.12,0.8,toxin_risk
8,93,47,90,19,3,10,0.44,1.0,0.78,0.26,hormonal_risk
69,72,71,27,49,3,17,0.48,0.75,0.11,0.53,toxin_risk
42,52,33,31,56,10,38,0.27,0.54,0.2,0.73,toxin_risk
40,75,50,38,44,12,48,0.56,0.63,0.2,0.85,toxin_risk
65,40,35,95,48,7,18,0.17,0.33,0.59,0.29,hormonal_risk
65,46,27,74,54,10,37,0.39,0.57,0.4,0.21,hormonal_risk
64,67,34,27,59,3,6,0.37,0.59,0.07,0.77,toxin_risk
23,54,62,45,40,5,12,0.29,0.59,0.13,0.0,processed_food_heavy
70,64,37,22,61,9,28,0.77,0.63,0.044162379735653366,0.87,balanced_user
57,54,91,31,45,2,7,0.06,0.46,0.12,0.67,processed_food_heavy
62,0,34,12,79,11,35,0.64,0.0,0.07,0.56,healthy_trend
70,51,19,19,70,1,3,0.89,0.58,0.12,0.61,healthy_trend
73,49,38,25,65,4,14,0.44,0.43,0.04831890741652387,0.62,balanced_user
87,24,15,0,87,18,70,0.62,0.1,0.39,0.76,healthy_trend
53,24,74,79,44,6,21,0.54,0.23,0.54,0.26,hormonal_risk
60,12,53,0,73,17,67,0.59,0.14,0.13,0.0,healthy_trend
79,41,24,19,73,16,69,0.69,0.39,0.39,0.49,healthy_trend
86,50,58,26,63,2,4,0.3,0.49,0.15,0.89,toxin_risk
67,66,50,95,39,3,13,0.47,0.77,0.15,0.74,toxin_risk
90,44,74,21,62,5,25,0.59,0.15,0.18,0.41,balanced_user
41,69,78,27,41,2,15,0.08,0.62,0.16,0.8,processed_food_heavy
78,39,1,11,81,10,37,0.7,0.43,0.12,0.83,healthy_trend
41,76,85,51,32,4,17,0.03,0.67,0.03,0.7,processed_food_heavy
70,41,34,14,70,9,34,0.6,0.55,0.11,0.49,healthy_trend
20,73,90,8,37,3,9,0.39,0.73,0.13,0.8,processed_food_heavy
88,58,16,8,76,17,62,0.87,0.93,0.31,0.78,healthy_trend
63,68,82,50,40,4,20,0.45,0.87,0.02,0.95,processed_food_heavy
81,65,61,38,54,2,13,0.21,0.69,0.16,0.94,toxin_risk
55,52,12,29,65,2,12,0.53,0.49,0.18,0.54,balanced_user
64,8,44,67,61,11,50,0.81,0.0,0.13,0.52,healthy_trend
54,17,74,26,59,7,32,0.11,0.28,0.13,0.69,processed_food_heavy
84,33,46,19,71,10,41,0.72,0.19,0.39,0.88,healthy_trend
42,77,49,24,48,10,32,0.42,0.68,0.15,0.77,toxin_risk
69,48,56,90,43,11,40,0.43,0.48,0.38,0.5,hormonal_risk
58,17,47,16,69,3,16,0.63,0.06,0.23,0.53,balanced_user
51,88,86,53,31,3,11,0.23,0.86,0.12,0.72,processed_food_heavy
48,17,42,9,70,5,26,0.66,0.09,0.0,0.76,balanced_user
85,34,33,24,73,17,67,0.77,0.38,0.04108041182034181,0.69,healthy_trend
36,82,75,52,31,2,6,0.25,0.69,0.01,0.63,processed_food_heavy
79,25,39,39,69,5,24,0.69,0.3,0.26,0.59,balanced_user
85,54,32,7,73,7,28,0.67,0.48,0.23,0.74,healthy_trend
15,56,71,42,36,5,24,0.25,0.77,0.18,0.78,processed_food_heavy
50,89,65,57,34,12,45,0.29,0.84,0.05,0.64,toxin_risk
53,69,46,73,41,8,39,0.19,0.87,0.45,0.52,hormonal_risk
65,75,33,9,62,7,41,0.66,0.69,0.38,0.83,healthy_trend
95,41,5,33,79,16,60,0.77,0.35,0.18,0.82,healthy_trend
70,47,54,5,66,2,8,0.77,0.25,0.03755748122312219,0.67,healthy_trend
30,55,24,33,54,2,4,0.17,0.53,0.21,0.0,toxin_risk
52,84,70,11,46,6,22,0.33,0.77,0.09,0.78,toxin_risk
91,73,62,94,40,11,42,0.4,0.81,0.87,0.27,hormonal_risk
61,71,38,20,58,1,7,0.63,0.64,0.29,0.54,balanced_user
98,35,43,9,77,14,65,0.79,0.5,0.26,0.76,healthy_trend
60,81,50,22,51,12,43,0.37,0.9,0.34,0.68,toxin_risk
57,70,50,74,40,7,29,0.4,0.7,0.49,0.34,hormonal_risk
87,23,19,42,75,3,12,0.95,0.38,0.25,0.45,healthy_trend
57,83,97,71,26,7,20,0.36,0.86,0.02,0.92,processed_food_heavy
40,68,48,51,43,3,18,0.11,0.7,0.14,0.0,processed_food_heavy
93,46,41,0,76,11,48,0.85,0.49,0.36,0.86,healthy_trend
79,25,33,41,70,14,51,0.83,0.19,0.22,0.0,healthy_trend
49,96,50,24,44,12,42,0.58,1.0,0.13062417347450062,0.68,toxin_risk
28,90,69,49,30,6,21,0.08,1.0,0.12,0.71,processed_food_heavy
87,34,40,60,63,6,30,0.65,0.51,0.0,0.5,healthy_trend
55,52,43,100,40,8,39,0.22,0.48,0.65,0.64,hormonal_risk
49,100,31,14,51,8,39,0.53,0.96,0.05,0.0,toxin_risk
67,75,75,68,37,6,24,0.31,0.78,0.16,0.74,processed_food_heavy
31,76,78,78,24,7,31,0.45,0.6,0.08,0.69,processed_food_heavy
45,72,65,42,41,3,16,0.39,0.65,0.08724252861288923,0.81,toxin_risk
65,92,39,94,35,5,34,0.47,0.98,0.1542768310394166,0.56,hormonal_risk
51,59,24,17,62,13,58,0.64,0.63,0.05094488583003698,0.5,healthy_trend
77,44,10,10,78,10,49,0.76,0.41,0.35,0.45,healthy_trend
57,82,33,5,59,6,30,0.73,0.81,0.31,0.64,healthy_trend
100,11,0,1,97,18,67,0.84,0.2,0.25,0.65,healthy_trend
72,59,87,49,44,7,30,0.1,0.59,0.05945030144686462,0.97,processed_food_heavy
59,56,33,17,63,13,53,0.38,0.42,0.24,0.0,balanced_user
60,19,15,24,75,10,34,0.71,0.15,0.17,0.81,healthy_trend
85,44,33,38,67,14,60,0.74,0.37,0.27,0.4,balanced_user
50,68,82,38,40,5,24,0.13,0.59,0.05,0.87,processed_food_heavy
35,62,55,38,45,6,22,0.42,0.62,0.34,0.71,toxin_risk
74,64,31,59,55,3,8,0.46,0.64,0.40053250773371757,0.34,hormonal_risk
64,64,45,36,54,11,51,0.75,0.69,0.1,0.61,balanced_user
73,27,38,10,74,10,40,0.8,0.29,0.2,0.83,healthy_trend
39,75,67,26,42,5,25,0.44,0.89,0.09,0.99,processed_food_heavy
75,12,11,11,85,9,32,0.87,0.11,0.33,0.78,healthy_trend
36,92,35,67,35,2,6,0.33,1.0,0.14295313271358048,0.0,toxin_risk
40,74,47,86,33,10,33,0.45,0.76,0.76,0.57,hormonal_risk
47,100,77,70,25,3,11,0.53,0.93,0.13,0.0,toxin_risk
62,42,45,0,68,7,36,0.78,0.51,0.05,0.82,healthy_trend
52,61,65,35,47,3,11,0.36,0.67,0.011411818545697719,0.68,processed_food_heavy
62,65,0,26,67,9,42,0.43,0.55,0.03958248308627705,0.66,balanced_user
86,84,27,40,58,10,28,0.3,0.83,0.19,0.83,toxin_risk
73,58,54,75,46,11,46,0.51,0.65,0.4733397726565876,0.64,hormonal_risk
76,73,54,30,54,11,45,0.27,0.85,0.1,0.52,toxin_risk
89,36,44,21,72,16,62,0.66,0.34,0.042022736652420255,0.64,healthy_trend
92,29,69,44,62,9,31,0.65,0.29,0.32,0.63,balanced_user
24,90,86,62,21,3,8,0.32,0.8,0.15,0.63,processed_food_heavy
52,20,19,42,67,1,1,0.81,0.14,0.0,0.85,healthy_trend
76,67,41,24,61,12,53,0.4,0.54,0.0,0.68,balanced_user
37,55,90,32,40,2,1,0.24,0.5,0.14,0.77,processed_food_heavy
39,76,61,100,25,4,15,0.23,0.85,0.41,0.34,hormonal_risk
79,62,42,10,66,6,30,0.39,0.58,0.08,0.86,balanced_user
51,40,68,53,47,2,7,0.14,0.45,0.13,0.78,processed_food_heavy
49,100,42,26,45,2,3,0.53,1.0,0.14,0.7,toxin_risk
77,27,14,0,84,8,26,0.85,0.29,0.0,0.66,healthy_trend
49,71,94,30,38,4,19,0.45,0.75,0.03,0.86,processed_food_heavy
56,58,64,37,49,14,51,0.73,0.67,0.26,0.82,balanced_user
62,77,49,31,51,2,4,0.35,0.68,0.26,0.47,toxin_risk
63,86,34,55,47,9,33,0.58,0.75,0.1,0.92,toxin_risk
74,14,44,15,75,10,37,0.74,0.24,0.35,0.77,healthy_trend
28,86,78,48,29,2,12,0.37,0.69,0.06,0.0,processed_food_heavy
68,19,34,36,69,13,45,0.8,0.26,0.28,0.41,balanced_user
26,86,85,49,26,3,11,0.08,0.92,0.07,0.68,processed_food_heavy
64,40,61,67,49,3,10,0.2,0.16,0.06,0.99,processed_food_heavy
57,80,18,98,40,3,19,0.15,0.78,0.8,0.67,hormonal_risk
83,22,24,24,78,10,34,0.62,0.26,0.07265778178352442,0.62,healthy_trend
79,34,40,39,66,18,78,0.66,0.64,0.1,0.87,healthy_trend
30,98,43,33,39,5,20,0.18,1.0,0.10361163230204244,0.49,toxin_risk
48,73,77,9,47,3,16,0.17,0.88,0.06,0.76,processed_food_heavy
56,53,20,23,65,8,35,0.85,0.41,0.13,0.53,healthy_trend
61,70,31,60,50,8,33,0.77,0.84,0.0,0.46,balanced_user
20,30,100,29,40,1,6,0.29,0.04,0.0,0.0,processed_food_heavy
69,54,46,81,47,9,30,0.36,0.47,0.67,0.0,hormonal_risk
37,100,25,100,28,2,8,0.1,1.0,0.9,0.6,hormonal_risk
63,72,51,37,50,10,41,0.25,0.73,0.24,0.84,toxin_risk
38,78,71,78,27,6,24,0.36,0.89,0.81,0.3,hormonal_risk
75,83,79,26,46,1,1,0.2,0.7,0.31,0.57,toxin_risk
44,69,55,41,44,1,3,0.43,0.68,0.02,0.85,processed_food_heavy
64,7,48,7,75,13,51,0.64,0.11,0.24,0.62,balanced_user
40,53,76,14,49,4,16,0.79,0.52,0.17,0.45,balanced_user
72,0,15,7,87,8,25,0.94,0.0,0.21,0.64,healthy_trend
98,15,31,23,82,15,61,0.79,0.48,0.06,0.61,healthy_trend
19,72,90,56,25,4,18,0.17,0.95,0.02,0.81,processed_food_heavy
92,57,72,33,57,5,24,0.21,0.41,0.062272754299839486,0.6,toxin_risk
55,53,22,69,52,12,45,0.37,0.44,0.15691843975706285,0.0,hormonal_risk
47,34,55,29,57,4,19,0.44,0.13,0.24,0.4,balanced_user
50,27,12,47,66,3,13,0.72,0.3,0.07,0.78,balanced_user
64,75,78,22,47,13,60,0.46,0.82,0.23,0.41,balanced_user
52,58,49,50,48,12,47,0.17,0.54,0.09,0.71,toxin_risk
73,5,38,44,71,18,71,0.72,0.07,0.23,0.61,healthy_trend
85,54,44,0,71,6,31,0.87,0.69,0.27,0.81,healthy_trend
57,45,71,46,48,2,9,0.17,0.37,0.24,0.68,toxin_risk
68,76,85,25,45,10,35,0.49,0.73,0.21,0.0,toxin_risk
52,43,9,22,69,12,49,0.46,0.16,0.045845886011221575,0.41,balanced_user
85,22,44,1,79,10,39,0.7,0.01,0.14,0.65,healthy_trend
42,71,95,30,36,5,15,0.31,0.86,0.04,0.88,processed_food_heavy
74,25,18,28,75,17,70,0.59,0.12,0.3,0.85,healthy_trend
93,4,50,41,74,15,58,0.91,0.0,0.18665655422024777,0.79,healthy_trend
95,21,26,12,84,15,56,0.64,0.28,0.11,0.0,healthy_trend
36,57,43,28,52,10,36,0.61,0.56,0.17272413270755463,0.82,balanced_user
46,58,46,50,48,8,31,0.53,0.46,0.17,0.89,toxin_risk
67,48,90,74,38,1,10,0.4,0.45,0.03,0.6,processed_food_heavy
63,40,34,22,66,12,38,0.61,0.26,0.04780962339999438,0.85,balanced_user
60,41,52,20,61,8,35,0.63,0.61,0.05,0.51,balanced_user
61,80,35,63,45,6,21,0.53,0.68,0.3971516564131719,0.67,hormonal_risk
74,45,30,7,73,3,10,0.75,0.26,0.06,0.85,balanced_user
72,61,46,67,49,12,52,0.44,0.59,0.24,0.7,toxin_risk
66,28,40,19,69,11,42,0.56,0.36,0.14,0.42,balanced_user
64,55,46,78,46,6,21,0.14,0.46,0.4111986428069012,0.25,hormonal_risk
64,42,71,47,51,5,18,0.37,0.63,0.05,0.88,processed_food_heavy
41,53,71,42,43,11,46,0.51,0.68,0.14,0.47,balanced_user
78,33,43,59,60,9,33,0.17,0.33,0.0,0.21,hormonal_risk
46,58,94,38,39,5,21,0.19,0.55,0.002075165106943307,0.81,processed_food_heavy
85,32,75,17,65,10,33,0.42,0.28,0.23,0.75,balanced_user
44,71,61,95,29,10,47,0.23,0.86,0.31,0.36,hormonal_risk
64,54,69,29,53,7,32,0.25,0.49,0.29,0.67,toxin_risk
50,71,96,54,32,7,35,0.15,0.68,0.15,0.64,processed_food_heavy
61,100,46,29,46,2,16,0.18,1.0,0.29,0.94,toxin_risk
58,34,34,14,69,3,15,0.71,0.36,0.12,0.0,balanced_user
44,52,64,85,35,7,24,0.39,0.64,0.0,0.42,hormonal_risk
80,39,65,13,65,14,61,0.78,0.42,0.33,0.89,healthy_trend
70,31,60,55,56,3,13,0.27,0.44,0.92,0.3,hormonal_risk
76,28,20,26,75,11,47,0.93,0.21,0.27,0.86,healthy_trend
67,55,67,27,54,8,28,0.48,0.27,0.17,0.66,toxin_risk
69,59,45,12,63,5,26,0.64,0.64,0.0,0.0,balanced_user
98,20,32,33,78,6,30,0.94,0.4,0.29,0.77,healthy_trend
70,88,62,35,46,5,27,0.2,0.89,0.08,0.9,toxin_risk
68,54,40,47,56,7,24,0.61,0.54,0.25,0.55,balanced_user
26,44,70,44,42,8,30,0.41,0.6,0.2,0.94,processed_food_heavy
70,41,48,23,64,12,44,0.55,0.19,0.1370695953794439,0.6,balanced_user
11,63,100,29,29,3,9,0.07,0.66,0.04,0.76,processed_food_heavy
42,87,67,34,38,7,35,0.37,1.0,0.08,0.92,processed_food_heavy
63,64,59,63,44,3,3,0.44,0.54,0.42,0.3,hormonal_risk
39,96,59,25,39,3,5,0.22,0.96,0.12,0.93,processed_food_heavy
92,11,47,17,79,12,53,0.89,0.13,0.2120292637645278,0.89,healthy_trend
72,52,41,37,60,13,47,0.46,0.58,0.08,0.53,balanced_user
51,42,40,38,57,4,19,0.59,0.47,0.34,0.71,balanced_user
100,27,31,40,75,2,13,0.6,0.29,0.34,0.56,healthy_trend
38,55,29,49,51,12,42,0.68,0.33,0.14,0.67,balanced_user
74,14,18,40,75,1,8,0.88,0.1,0.09579191257365662,0.76,healthy_trend
40,82,79,79,25,4,16,0.22,1.0,0.04,0.65,processed_food_heavy
76,51,22,8,73,2,15,0.18,0.53,0.11,0.63,toxin_risk
72,10,20,25,79,12,47,0.84,0.0,0.03801587378373211,0.51,healthy_trend
42,78,93,67,26,1,7,0.1,0.86,0.14,0.71,processed_food_heavy
62,75,42,18,56,3,10,0.44,0.57,0.1054234802153919,0.86,balanced_user
30,57,79,56,34,1,3,0.44,0.48,0.11,0.61,processed_food_heavy
77,26,32,6,78,8,28,0.64,0.24,0.022687368595003966,0.56,healthy_trend
24,51,87,0,46,1,1,0.37,0.55,0.12517582757956014,0.66,toxin_risk
72,41,33,24,68,16,56,0.89,0.36,0.37,0.7,healthy_trend
52,79,72,54,36,5,23,0.32,0.71,0.13,0.9,processed_food_heavy
62,69,62,64,41,5,17,0.52,0.88,0.38,0.5,hormonal_risk
74,21,9,10,83,7,29,0.74,0.0,0.29,0.61,healthy_trend
77,53,17,36,67,16,60,0.62,0.53,0.2,0.7,healthy_trend
67,19,38,48,65,11,48,0.85,0.26,0.09,0.68,healthy_trend
63,20,30,0,78,15,57,0.93,0.24,0.26,0.64,healthy_trend
26,98,47,53,32,4,25,0.16,1.0,0.33,0.67,toxin_risk
26,78,76,12,40,2,5,0.02,0.83,0.17,0.87,processed_food_heavy
97,57,30,34,69,11,36,0.75,0.5,0.0,0.6,healthy_trend
66,30,45,48,60,5,17,0.43,0.36,0.06,0.87,balanced_user
68,82,71,70,36,10,41,0.1,0.9,0.34,0.56,hormonal_risk
50,16,6,48,70,7,25,0.56,0.34,0.08,0.66,healthy_trend
68,73,60,59,44,4,10,0.11,0.54,0.1,0.0,processed_food_heavy
60,6,50,63,60,5,20,0.72,0.2,0.23,0.6,balanced_user
45,69,53,30,48,5,25,0.39,0.96,0.16,0.8,balanced_user
63,26,51,54,58,10,43,0.68,0.28,0.3,0.84,balanced_user
73,47,56,31,59,12,46,0.54,0.43,0.0545139143908878,0.74,balanced_user
47,71,49,45,45,1,6,0.04,0.63,0.2,0.84,processed_food_heavy
24,100,67,25,33,9,37,0.49,0.85,0.1,0.88,toxin_risk
83,32,38,42,67,7,28,0.85,0.44,0.23,0.81,healthy_trend
53,58,27,50,54,2,11,0.57,0.59,0.06,0.51,toxin_risk
35,54,91,57,33,1,11,0.39,0.46,0.16,0.86,processed_food_heavy
46,83,71,67,31,12,49,0.46,0.83,0.0,0.77,toxin_risk
52,51,69,79,38,2,5,0.21,0.5,0.87,0.33,hormonal_risk
69,48,71,40,52,5,18,0.3,0.58,0.11,0.82,processed_food_heavy
54,58,41,59,49,3,15,0.29,0.53,0.06,0.88,processed_food_heavy
64,82,83,46,38,3,9,0.15,0.83,0.1,0.78,processed_food_heavy
66,23,56,51,59,7,37,0.4,0.16,0.23,0.79,balanced_user
44,96,36,78,33,7,28,0.26,0.79,0.62,0.74,hormonal_risk
73,52,21,32,67,13,51,0.74,0.62,0.12816499439241,0.63,balanced_user
96,49,32,40,68,10,44,0.57,0.46,0.27,0.63,balanced_user
85,40,16,45,71,16,60,0.61,0.11,0.2,0.0,healthy_trend
70,43,9,30,72,6,23,0.65,0.42,0.1073227953973925,0.46,healthy_trend
73,37,52,20,66,8,29,0.76,0.44,0.39,0.64,healthy_trend
91,3,14,5,92,1,3,0.69,0.17,0.17,0.61,healthy_trend
87,12,10,16,87,15,64,0.61,0.05,0.38,0.67,healthy_trend
73,69,60,51,48,7,34,0.52,0.77,0.23,0.87,toxin_risk
67,43,61,53,52,10,46,0.65,0.58,0.16,0.71,balanced_user
78,62,35,20,65,16,72,0.75,0.6,0.10518618506829325,0.78,healthy_trend
93,34,26,0,83,9,33,0.83,0.27,0.05,0.7,healthy_trend
43,71,40,81,37,8,34,0.38,0.5,0.92,0.29,hormonal_risk
40,29,60,22,57,10,39,0.36,0.31,0.34,0.0,balanced_user
89,32,27,13,79,8,34,0.74,0.4,0.07,0.6,healthy_trend
56,48,34,26,62,13,51,0.51,0.45,0.13,0.53,balanced_user
91,48,44,11,72,1,11,0.76,0.35,0.02914228436882863,0.85,healthy_trend
82,56,18,21,71,18,64,0.73,0.42,0.39,0.5,healthy_trend
62,52,48,46,54,7,30,0.35,0.51,0.0,0.65,processed_food_heavy
63,48,31,0,71,16,62,0.62,0.55,0.14,0.87,healthy_trend
83,36,39,32,69,6,23,0.62,0.3,0.32,0.73,healthy_trend
55,79,87,52,34,7,28,0.26,0.89,0.01,0.91,processed_food_heavy
90,64,23,15,72,7,28,0.71,0.76,0.38,0.73,healthy_trend
56,48,27,15,66,8,31,0.61,0.54,0.26,0.68,balanced_user
92,39,19,35,74,8,24,0.75,0.4,0.34,0.7,healthy_trend
67,45,25,22,68,7,30,0.69,0.56,0.28,0.52,balanced_user
81,0,23,0,89,15,57,0.91,0.14,0.0171251450716117,0.51,healthy_trend
53,100,70,34,37,10,38,0.38,1.0,0.0,0.0,toxin_risk
69,61,83,69,39,6,23,0.07,0.5,0.09,0.92,processed_food_heavy
97,46,44,22,71,14,49,0.7,0.65,0.15,0.59,healthy_trend
70,54,63,20,58,8,37,0.75,0.58,0.12,0.68,balanced_user
50,66,71,60,38,1,8,0.45,0.51,0.43,0.3,hormonal_risk
74,57,44,23,62,4,15,0.56,0.46,0.01852948556767885,0.56,balanced_user
23,61,57,69,34,4,7,0.09,0.74,0.07630032961417005,0.94,processed_food_heavy
36,47,57,44,47,1,2,0.3,0.42,0.04,0.91,processed_food_heavy
42,53,43,48,49,7,30,0.52,0.63,0.12122799445369786,0.67,hormonal_risk
55,39,37,17,65,10,33,0.46,0.29,0.34,0.6,balanced_user
64,66,41,0,64,10,45,0.79,0.58,0.14,0.56,balanced_user
45,45,30,59,52,5,24,0.11,0.36,0.86,0.61,hormonal_risk
100,32,18,14,84,13,49,0.69,0.2,0.2,0.62,healthy_trend
63,47,32,19,66,13,55,0.52,0.51,0.19,0.6,balanced_user
28,34,43,53,49,7,25,0.46,0.38,0.64,0.68,hormonal_risk
30,62,85,49,33,8,38,0.32,0.7,0.08,0.66,processed_food_heavy
75,20,34,39,70,3,12,0.84,0.2,0.06285461225844442,0.5,healthy_trend
72,32,53,60,56,4,12,0.41,0.28,0.08,0.83,balanced_user
80,40,18,25,74,14,62,0.45,0.33,0.0,0.82,balanced_user
61,24,100,50,46,1,5,0.23,0.26,0.04,0.69,processed_food_heavy
57,75,54,45,45,2,9,0.42,0.63,0.24,0.93,toxin_risk
42,87,69,94,23,8,34,0.54,0.81,0.93,0.57,hormonal_risk
63,62,6,27,67,7,24,0.89,0.58,0.19,0.0,healthy_trend
47,46,59,45,49,8,28,0.56,0.55,0.29,0.0,toxin_risk
59,81,27,35,54,1,3,0.27,0.87,0.23,0.85,toxin_risk
80,30,4,16,82,3,13,0.78,0.41,0.25,0.78,balanced_user
60,49,46,50,53,5,11,0.07,0.55,0.01,0.69,processed_food_heavy
64,64,59,83,39,11,35,0.26,0.55,0.63,0.32,hormonal_risk
53,16,26,36,68,11,46,0.73,0.18,0.29,0.0,balanced_user
76,38,33,15,72,1,11,0.77,0.39,0.25,0.77,healthy_trend
26,74,83,21,37,2,9,0.31,0.85,0.04120287847027427,0.74,processed_food_heavy
78,5,14,0,89,2,12,0.62,0.34,0.24,0.9,healthy_trend
65,74,45,76,42,4,13,0.28,0.91,0.48,0.57,hormonal_risk
34,60,77,33,41,2,11,0.28,0.72,0.18,0.78,processed_food_heavy
40,64,100,80,24,5,20,0.32,0.77,0.04,0.93,processed_food_heavy
74,36,46,33,64,11,44,0.62,0.39,0.09,0.61,balanced_user
42,73,100,71,24,2,4,0.18,0.66,0.0,0.91,processed_food_heavy
54,37,57,83,44,2,1,0.28,0.43,0.48,0.53,hormonal_risk
70,52,40,14,66,7,28,0.51,0.47,0.12,0.6,balanced_user
64,61,63,20,55,3,8,0.24,0.4,0.14109700256811186,0.46,toxin_risk
42,37,51,38,54,11,51,0.52,0.25,0.3,0.58,toxin_risk
58,82,60,22,48,7,22,0.49,0.86,0.24,0.62,toxin_risk
40,100,35,69,34,3,13,0.14,1.0,0.66,0.63,hormonal_risk
17,81,44,77,28,4,7,0.17,0.85,0.0,0.66,hormonal_risk
66,86,51,2,56,9,41,0.29,0.77,0.09,0.73,toxin_risk
58,55,81,61,40,10,42,0.26,0.63,0.0,0.48,hormonal_risk
62,16,24,11,77,10,29,0.8,0.0,0.18,0.67,balanced_user
68,59,40,56,53,14,51,0.64,0.37,0.26,0.81,balanced_user
85,24,30,15,79,9,41,0.65,0.55,0.12,0.63,healthy_trend
100,63,37,45,63,12,49,0.45,0.7,0.24,0.72,toxin_risk
54,64,68,100,30,9,33,0.46,0.58,0.92,0.37,hormonal_risk
81,84,57,24,54,8,37,0.16,0.71,0.26,0.89,toxin_risk
38,78,44,12,51,4,18,0.27,0.69,0.16,0.68,toxin_risk
31,34,100,61,34,8,33,0.05,0.33,0.12,0.83,processed_food_heavy
62,58,60,23,55,12,49,0.47,0.6,0.11,0.56,toxin_risk
43,57,86,51,37,5,18,0.25,0.38,0.1,0.98,processed_food_heavy
54,67,93,34,40,8,32,0.22,0.68,0.11,0.67,processed_food_heavy
46,86,48,39,43,4,4,0.46,0.93,0.33,0.75,toxin_risk
100,45,51,44,65,2,8,0.75,0.48,0.29,0.73,healthy_trend
20,80,44,58,34,5,22,0.4,0.79,0.11,0.97,processed_food_heavy
47,45,61,48,48,12,45,0.44,0.62,0.5,0.2,hormonal_risk
55,83,52,43,44,4,12,0.56,0.8,0.25,0.56,toxin_risk
100,29,23,16,83,12,42,0.81,0.37,0.31,0.79,healthy_trend
36,46,60,16,53,4,8,0.54,0.49,0.05062115218360936,0.55,balanced_user
46,37,31,28,62,13,51,0.67,0.41,0.35,0.53,balanced_user
58,100,63,36,39,5,19,0.16,1.0,0.2,0.82,toxin_risk
52,70,75,42,41,8,27,0.25,0.71,0.0,0.66,toxin_risk
73,35,24,40,68,12,45,0.61,0.55,0.07801805644593515,0.62,balanced_user
49,86,65,49,37,2,12,0.21,0.76,0.08,0.0,processed_food_heavy
69,53,75,87,38,8,32,0.43,0.42,0.93,0.75,hormonal_risk
55,44,85,22,51,8,30,0.43,0.43,0.041047452536316975,0.68,processed_food_heavy
55,56,50,65,46,3,1,0.45,0.56,0.33,0.81,balanced_user
57,42,66,61,47,2,10,0.35,0.43,0.21,0.85,toxin_risk
62,85,64,56,39,6,21,0.19,0.96,0.01,0.91,processed_food_heavy
46,95,71,68,28,10,38,0.58,0.78,0.07,0.92,toxin_risk
57,60,51,57,47,7,28,0.47,0.4,0.12711618660313628,0.0,toxin_risk
57,80,33,83,40,8,38,0.42,0.93,0.33,0.0,hormonal_risk
40,65,35,63,44,10,38,0.24,0.56,0.89,0.31,hormonal_risk
64,42,27,12,70,1,1,0.9,0.42,0.08,0.48,healthy_trend
73,90,42,46,48,1,2,0.56,0.94,0.11,0.74,toxin_risk
73,73,55,81,41,3,13,0.33,0.84,0.66,0.54,hormonal_risk
37,56,41,9,57,13,54,0.52,0.62,0.34,0.63,balanced_user
57,58,100,72,31,1,4,0.44,0.35,0.06,0.0,processed_food_heavy
43,84,83,50,31,8,36,0.22,0.71,0.0,0.87,processed_food_heavy
52,93,44,15,50,9,37,0.44,0.82,0.22,0.53,toxin_risk
56,81,25,45,51,8,29,0.32,0.73,0.26,0.0,toxin_risk
72,100,23,52,49,5,18,0.6,1.0,0.25,0.83,toxin_risk
58,57,38,50,53,5,14,0.27,0.54,0.25,0.84,toxin_risk
6,54,67,67,29,3,9,0.26,0.57,0.03,0.74,processed_food_heavy
22,65,76,49,33,2,1,0.1,0.79,0.03,0.64,processed_food_heavy
48,83,91,42,33,8,29,0.02,0.86,0.0,0.89,processed_food_heavy
57,92,84,18,40,10,35,0.26,1.0,0.34,0.75,toxin_risk
90,82,61,41,51,10,35,0.27,0.72,0.26,0.47,toxin_risk
76,62,98,16,50,3,11,0.27,0.45,0.18,0.0,processed_food_heavy
67,83,25,10,62,11,41,0.79,0.59,0.18,0.76,balanced_user
64,81,54,98,32,6,23,0.25,0.84,0.68,0.0,hormonal_risk
70,61,65,64,45,2,5,0.38,0.51,0.89,0.23,hormonal_risk
25,72,42,100,27,5,23,0.48,0.61,0.33,0.74,hormonal_risk
61,100,64,36,40,4,20,0.28,1.0,0.11,0.81,toxin_risk
79,34,6,52,71,6,26,0.6,0.4,0.33,0.83,healthy_trend
93,26,41,5,80,7,28,0.72,0.38,0.34,0.76,healthy_trend
84,64,15,52,63,16,69,0.67,0.71,0.07,0.76,healthy_trend
66,66,61,54,46,11,47,0.42,0.64,0.89,0.0,hormonal_risk
49,62,69,59,39,6,23,0.28,0.44,0.039376779343973815,0.62,processed_food_heavy
50,61,65,29,48,14,60,0.42,0.56,0.05,0.73,balanced_user
